Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSampleWeigh.g,DrySample Weigh.g ,Moisture.perc,MoistureDec.,DM.perc,DMDec,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,CovStgResIV,CovStgResIII,Assay,AppTiming,TestHerb.ppm,perc.Recovery,ppmAdjustedto15gdry,Background.ppm,AdjTest-Back.ppm,StdHerb.ppm,Ratio,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio
2E206D,206,45381,na,na,12.934,15.222,15.154,0.448726409,0.004487264,99.55127359,0.995512736,Petris,2022,DE,DE22,B2,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.2106,0.211549277,0.208459813,0.004081526,0.204378287,0.313130202,0.652694265,0.2106,0.212570233,24.8,0,0
2E104D,104,45610,na,na,12.859,15.54,15.459,0.523966621,0.005239666,99.47603338,0.994760334,Petris,2022,DE,DE22,B1,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.2158,0.216936676,0.209392587,0.004081526,0.205311061,0.254971073,0.805232761,0.2158,0.228019971,61.4,0,0
3P202D,202,45120,45140,45140,10.6,15.48,15.49,-0.064557779,-0.000645578,100.0645578,1.000645578,Petris,2023,PA,PA23,B1,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.2248,0.224654968,0.217688832,0.0012156,0.216473231,0.588595451,0.367779314,0.2248,0.235369363,143.66,0,0
2E410D,410,45381,na,na,12.927,15.074,14.971,0.687996794,0.006879968,99.31200321,0.993120032,Petris,2022,DE,DE22,B4,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.2584,0.2601901,0.258900541,0.004081526,0.254819016,0.254971073,0.99940363,0.2584,0.281870216,41.6,0,0
2P405 D,405,45591,45607,45612,12.928,16.73,16.75,-0.119402985,-0.00119403,100.119403,1.00119403,Petri,2022,PA,PA22,B3,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.301,0.300641026,0.269552239,0.00136502,0.268187219,0.386006861,0.694773192,0.301,0.428601774,72.07,0,0
3E301D,301,12/12/23,12/13/23,12/13/23,10.507,16.466,16.393,0.445312023,0.00445312,99.55468798,0.99554688,Petris,2023,DE,DE23,B3,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.3264,0.32786,0.298664064,0,0.298664064,0.532754972,0.560603053,0.3264,0.334182509,74,0,0
3P102D,102,45105,45114,45114,10.46,14.67,14.64,0.204918033,0.00204918,99.79508197,0.99795082,Petris,2023,PA,PA23,B1,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.306,0.306628337,0.31352459,0.0012156,0.31230899,0.275289491,1.134474799,0.306,0.377997156,84.4,0,0
3E404D,404,45132,45140,45140,10.58,14.31,14.29,0.139958013,0.00139958,99.86004199,0.99860042,Petris,2023,DE,DE23,B4,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.3038,0.304225788,0.318894332,0,0.318894332,0.596552382,0.534562164,0.3038,0.393209847,86.8,0,0
2E103D,103,45605,na,na,12.902,16.424,16.316,0.661926943,0.006619269,99.33807306,0.993380731,Petris,2022,DE,DE22,B1,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.3696,0.372062784,0.339789164,0.004081526,0.335707639,0.313130202,1.072102393,0.3696,0.34408121,37.8,0,0
3E302D,302,12/12/23,12/13/23,12/13/23,10.608,16.951,16.792,0.946879466,0.009468795,99.05312053,0.990531205,Petris,2023,DE,DE23,B3,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.4313,0.43542293,0.385272749,0,0.385272749,0.596552382,0.64583222,0.4313,0.492150194,84,0,0
2E205D,205,45380,na,na,12.999,17.193,17.099,0.549739751,0.005497398,99.45026025,0.994502602,Petris,2022,DE,DE22,B2,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.448,0.450476448,0.393005439,0.004081526,0.388923913,0.254971073,1.525364852,0.448,0.429496645,31.6,0,0
3E405D,405,45132,45140,45140,10.49,15.36,15.31,0.326583932,0.003265839,99.67341607,0.996734161,Petris,2023,DE,DE23,B4,4,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,0 DAT,0.4768,0.478362254,0.467145656,0,0.467145656,0.532754972,0.876848984,0.4768,0.540365376,108.2,0,0
3E109D,109,45131, 8/1/2023, 8/1/2023,10.73,15.61,15.57,0.256904303,0.002569043,99.7430957,0.997430957,Petris,2023,DE,DE23,B1,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.5354,0.536779008,0.515799615,0,0.515799615,0.596552382,0.864634239,0.5354,0.655225691,56.6,0,0
3E205D,205,45131, 8/1/2023, 8/1/2023,10.46,14.38,14.34,0.278940028,0.0027894,99.72105997,0.9972106,Petris,2023,DE,DE23,B2,10,yes,rolled,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),SECCE (roll),Mono (roll),deposition,21 DAT,0.4976,0.498991888,0.520502092,0,0.520502092,0.596552382,0.872516995,0.4976,0.579351932,31,0,0
3V412D,412,45183,45187,45187,10.56,15.72,15.44,1.813471503,0.018134715,98.1865285,0.981865285,Petris,2023,VA,VA23,B4,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0006,0.000611082,0.000582902,0.006672747,-0.006089845,0.492890719,-0.012355366,0.0006,0.067725213,177,0,0
3V305W,305,45183,45184,45184,10.49,15.17,12.21,24.24242424,0.242424242,75.75757576,0.757575758,Petris,2023,VA,VA23,B3,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0005,0.00066,0.000614251,0.006672747,-0.006058496,0.294835493,-0.020548734,0.0005,0.136227091,147,0,0
3V212W,212,45183,45184,45184,10.62,14.35,12.08,18.79139073,0.187913907,81.20860927,0.812086093,Petris,2023,VA,VA23,B2,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0005,0.000615698,0.000620861,0.006672747,-0.006051886,0.294835493,-0.020526314,0.0005,0.129622306,184.5,0,0
3V408W,408,45183,45184,45184,10.7,15.12,12.1,24.95867769,0.249586777,75.04132231,0.750413223,Petris,2023,VA,VA23,B4,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.001,0.001332599,0.001239669,0.006672747,-0.005433077,0.294835493,-0.018427486,0.001,0.03449947,173,0,0
3V104D,104,45183,45184,45184,10.59,15.33,15.11,1.455989411,0.014559894,98.54401059,0.985440106,Petris,2023,VA,VA23,B1,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0019,0.001928073,0.001886168,0.006672747,-0.004786579,0.492890719,-0.009711238,0.0019,0.056016402,124,0,0
3V203W,203,45183,45184,45184,10.74,15.48,15.46,0.129366106,0.001293661,99.87063389,0.998706339,Petris,2023,VA,VA23,B2,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0027,0.002703497,0.002619664,0.006672747,-0.004053083,0.492890719,-0.008223086,0.0027,0.088718978,112,0,0
3V110D,110,45183,45184,45184,10.77,14.45,14.23,1.546029515,0.015460295,98.45397048,0.984539705,Petris,2023,VA,VA23,B1,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0043,0.004367523,0.004532677,0.006672747,-0.002140069,0.294835493,-0.007258519,0.0043,0.045654397,155,0,0
2E307W,307,45610,na,na,12.98,18.493,18.308,1.010487219,0.010104872,98.98951278,0.989895128,Petris,2022,DE,DE22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0045,0.004545936,0.003686913,0.004081526,-0.000394613,0.313130202,-0.00126022,0.0045,0.059858149,47,0,0
3E112W,112,12/12/23,12/13/23,12/13/23,10.742,16.772,16.658,0.684355865,0.006843559,99.31564413,0.993156441,Petris,2023,DE,DE23,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0002,0.000201378,0.000180094,0,0.000180094,0.596552382,0.000301891,0.0002,0.232796916,104.2,0,0
2V104D,104,45596,na,na,12.972,17.889,17.566,1.83877946,0.018387795,98.16122054,0.981612205,Petris,2022,VA,VA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0043,0.004380549,0.003671866,0.00273538,0.000936486,0.195861906,0.004781359,0.0043,0.026072873,174,0,0
3P210W,210,45132,45133,45133,10.74,17.66,12.96,36.2654321,0.362654321,63.7345679,0.637345679,Petris,2023,PA,PA23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.008,0.012552058,0.009259259,0.0012156,0.008043659,0.588595451,0.013665853,0.008,0.227728059,130.032,0,0
2V408D,408,45593,na,na,13.045,16.301,16.013,1.798538687,0.017985387,98.20146131,0.982014613,Petris,2022,VA,VA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0119,0.012117946,0.011147193,0.00273538,0.008411813,0.195861906,0.042947673,0.0119,0.049181661,172,0,0
3E111W,111,12/12/23,12/13/23,12/13/23,10.63,15.715,15.67,0.287172942,0.002871729,99.71282706,0.997128271,Petris,2023,DE,DE23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0105,0.01053024,0.010051053,0,0.010051053,0.532754972,0.018866183,0.0105,0.082383474,46.6,0,0
2E112W,112,45610,na,na,12.917,16.254,16.021,1.454341177,0.014543412,98.54565882,0.985456588,Petris,2022,DE,DE22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.016,0.016236129,0.014980338,0.004081526,0.010898813,0.254971073,0.042745292,0.016,0.214940445,62.6,0,0
2E207W,207,45603,na,na,12.99,16.494,16.308,1.140544518,0.011405445,98.85945548,0.988594555,Petris,2022,DE,DE22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0165,0.016690361,0.0151766,0.004081526,0.011095075,0.313130202,0.035432785,0.0165,0.342269317,22.6,0,0
3P206W,206,45132,45133,45133,10.6,17.2,13.4,28.35820896,0.28358209,71.64179104,0.71641791,Petris,2023,PA,PA23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0113,0.015772917,0.012649254,0.0012156,0.011433654,0.588595451,0.019425318,0.0113,0.21032077,155.008,0,0
2E208W,208,45381,na,na,12.977,15.421,14.521,6.197920253,0.061979203,93.80207975,0.938020797,Petris,2022,DE,DE22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0156,0.016630761,0.016114593,0.004081526,0.012033067,0.254971073,0.047193852,0.0156,0.269296923,50.2,0,0
2E403W,403,45605,na,na,12.904,13.599,13.434,1.228226887,0.012282269,98.77177311,0.987717731,Petris,2022,DE,DE22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0159,0.016097716,0.017753461,0.004081526,0.013671936,0.254971073,0.053621518,0.0159,0.299741101,73,0,0
2V310W,310,45598,na,na,12.938,15.437,15.09,2.299536117,0.022995361,97.70046388,0.977004639,Petris,2022,VA,VA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0174,0.017809537,0.017296223,0.00273538,0.014560842,0.220815081,0.065941338,0.0174,0.040191772,187,0,0
3P406W,406,45132,45133,45133,10.62,17.54,12.58,39.42766296,0.39427663,60.57233704,0.60572337,Petris,2023,PA,PA23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0133,0.021957218,0.015858506,0.0012156,0.014642906,0.588595451,0.024877708,0.0133,0.337270954,180.88,0,0
3P308W,308,45132,45133,45133,10.62,16.59,11.48,44.51219512,0.445121951,55.48780488,0.554878049,Petris,2023,PA,PA23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0134,0.024149451,0.017508711,0.0012156,0.016293111,0.588595451,0.02768134,0.0134,0.210105174,148.512,0,0
2V110D,110,45598,na,na,12.917,18.59,18.481,0.589794925,0.005897949,99.41020508,0.994102051,Petris,2022,VA,VA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0237,0.023840611,0.019235972,0.00273538,0.016500592,0.220815081,0.074725838,0.0237,0.034269228,127,0,0
2V110W,110,45596,na,na,13.052,15.733,15.436,1.924073594,0.019240736,98.07592641,0.980759264,Petris,2022,VA,VA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0211,0.021513944,0.020504017,0.00273538,0.017768636,0.220815081,0.080468399,0.0211,0.034269228,127,0,0
2V402D,402,45596,na,na,12.917,16.873,16.741,0.788483364,0.007884834,99.21151664,0.992115166,Petris,2022,VA,VA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0233,0.023485177,0.020876889,0.00273538,0.018141509,0.220815081,0.08215702,0.0233,0.043065003,154,0,0
2V304D,304,45593,na,na,12.998,17.197,16.91,1.69722058,0.016972206,98.30277942,0.983027794,Petris,2022,VA,VA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0241,0.024516092,0.021377883,0.00273538,0.018642503,0.195861906,0.095181873,0.0241,0.074406316,117,0,0
2E111W,111,45603,na,na,13.005,16.267,16.173,0.581215606,0.005812156,99.41878439,0.994187844,Petris,2022,DE,DE22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0249,0.025045569,0.023094046,0.004081526,0.01901252,0.313130202,0.060717618,0.0249,0.201645687,49.2,0,0
2E404W,404,45603,na,na,12.976,16.593,16.432,0.979795521,0.009797955,99.02020448,0.990202045,Petris,2022,DE,DE22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0292,0.029488931,0.026655307,0.004081526,0.022573781,0.313130202,0.072090718,0.0292,0.231182989,99,0,0
2V402W,402,45598,na,na,12.843,15.657,15.185,3.108330589,0.031083306,96.89166941,0.968916694,Petris,2022,VA,VA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.028,0.028898253,0.027658874,0.00273538,0.024923494,0.220815081,0.112870434,0.028,0.043065003,154,0,0
2V104W,104,45593,na,na,12.861,17.662,17.437,1.29035958,0.012903596,98.70964042,0.987096404,Petris,2022,VA,VA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0324,0.032823542,0.027871767,0.00273538,0.025136387,0.195861906,0.128337294,0.0324,0.026072873,174,0,0
2V310D,310,45596,na,na,13.055,17.303,17.133,0.992237203,0.009922372,99.0077628,0.990077628,Petris,2022,VA,VA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0324,0.032724707,0.028366311,0.00273538,0.02563093,0.220815081,0.116074182,0.0324,0.040191772,187,0,0
2E308W,308,45380,na,na,12.943,18.576,16.805,10.5385302,0.105385302,89.4614698,0.894614698,Petris,2022,DE,DE22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0363,0.040576127,0.032401071,0.004081526,0.028319546,0.254971073,0.111069643,0.0363,0.356328584,93.6,0,0
3E306W,306,12/12/23,12/13/23,12/13/23,10.572,16.703,16.628,0.451046428,0.004510464,99.54895357,0.995489536,Petris,2023,DE,DE23,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0354,0.035560394,0.031934087,0,0.031934087,0.596552382,0.053531069,0.0354,0.240185258,98,0,0
2P308 W,308,45589,45605,45605,12.999,17.913,11.459,56.32254123,0.563225412,43.67745877,0.436774588,Petri,2022,PA,PA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.031,0.070974825,0.040579457,0.00136502,0.039214437,0.438690977,0.089389659,0.031,0.157330988,112.13,0,0
3V408D,408,45176,45183,45183,10.42,17.6,17.38,1.265822785,0.012658228,98.73417722,0.987341772,Petris,2023,VA,VA23,B4,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.054,0.054692308,0.046605293,0.006672747,0.039932547,0.294835493,0.135440094,0.054,0.03449947,173,0,0
2V408W,408,45593,na,na,12.969,17.165,16.929,1.394057534,0.013940575,98.60594247,0.986059425,Petris,2022,VA,VA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0491,0.049794159,0.043505228,0.00273538,0.040769848,0.195861906,0.208156087,0.0491,0.049181661,172,0,0
2V205W,205,45593,na,na,12.903,14.873,14.645,1.55684534,0.015568453,98.44315466,0.984431547,Petris,2022,VA,VA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0452,0.045914823,0.046295664,0.00273538,0.043560284,0.195861906,0.222403043,0.0452,0.201376253,124,0,0
3V110W,110,45176,45183,45183,10.6,15.55,12.2,27.45901639,0.274590164,72.54098361,0.725409836,Petris,2023,VA,VA23,B1,3,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0443,0.061068927,0.054467213,0.006672747,0.047794466,0.294835493,0.162105537,0.0443,0.045654397,155,0,0
3E203W,203,45132,45140,45140,10.49,16.22,16.21,0.061690315,0.000616903,99.93830969,0.999383097,Petris,2023,DE,DE23,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0557,0.055734383,0.051542258,0,0.051542258,0.532754972,0.096746648,0.0557,0.203476494,46.8,0,0
2P406 W,406,45589,45605,45605,12.866,16.037,10.282,55.97160086,0.559716009,44.02839914,0.440283991,Petri,2022,PA,PA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.039,0.088579192,0.056895546,0.00136502,0.055530526,0.438690977,0.12658233,0.039,0.198252332,127.52,0,0
2V304W,304,45596,na,na,13.026,15.096,14.872,1.506186122,0.015061861,98.49381388,0.984938139,Petris,2022,VA,VA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.058,0.058886947,0.058499193,0.00273538,0.055763813,0.195861906,0.284709846,0.058,0.074406316,117,0,0
2E307D,307,45603,na,na,12.974,16.844,16.764,0.477213076,0.004772131,99.52278692,0.995227869,Petris,2022,DE,DE22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,21 DAT,0.0719,0.072244761,0.064334288,0.004081526,0.060252762,0.313130202,0.192420794,0.0719,0.059858149,47,0,0
3V104W,104,45176,45183,45183,10.55,15.6,15.45,0.970873786,0.009708738,99.02912621,0.990291262,Petris,2023,VA,VA23,B1,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0695,0.070181373,0.067475728,0.006672747,0.060802981,0.492890719,0.123359963,0.0695,0.056016402,124,0,0
3E409W,409,45132,45140,45140,10.61,16.21,16.2,0.061728395,0.000617284,99.9382716,0.999382716,Petris,2023,DE,DE23,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0669,0.066941322,0.061944444,0,0.061944444,0.532754972,0.116271921,0.0669,0.46215493,83.6,0,0
2P210 W,210,45589,45605,45605,12.961,17.254,10.807,59.65577866,0.596557787,40.34422134,0.403442213,Petri,2022,PA,PA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.047,0.116497477,0.065235496,0.00136502,0.063870475,0.438690977,0.145593318,0.047,0.182705789,203.72,0,0
2P206 W,206,45589,45605,45605,13.057,15.081,10.331,45.97812409,0.459781241,54.02187591,0.540218759,Petri,2022,PA,PA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.045,0.083299588,0.065337334,0.00136502,0.063972314,0.438690977,0.145825461,0.045,0.142975476,148.45,0,0
3E111D,111,12/12/23,12/13/23,12/13/23,10.68,14.655,14.62,0.239398085,0.002393981,99.76060192,0.997606019,Petris,2023,DE,DE23,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0705,0.070669181,0.072332421,0,0.072332421,0.532754972,0.135770523,0.0705,0.082383474,46.6,0,0
3E307W,307,12/12/23,12/13/23,12/13/23,10.76,14.87,14.74,0.881953867,0.008819539,99.11804613,0.991180461,Petris,2023,DE,DE23,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0713,0.071934428,0.072557666,0,0.072557666,0.532754972,0.136193316,0.0713,0.295518111,161.8,0,0
3V412W,412,45183,45184,45184,10.62,15.78,15.58,1.283697047,0.01283697,98.71630295,0.98716303,Petris,2023,VA,VA23,B4,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0836,0.084687126,0.080487805,0.006672747,0.073815058,0.492890719,0.14975948,0.0836,0.067725213,177,0,0
2P206 D,206,45586,45603,45603,12.94,14.602,14.558,0.302239319,0.003022393,99.69776068,0.996977607,Petri,2022,PA,PA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.078,0.078236461,0.080368182,0.00136502,0.079003162,0.438690977,0.180088413,0.078,0.142975476,148.45,0,0
3V311W,311,45176,45183,45183,10.45,14.73,14.55,1.237113402,0.012371134,98.7628866,0.987628866,Petris,2023,VA,VA23,B3,9,Yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.0868,0.087887265,0.089484536,0.006672747,0.082811789,0.492890719,0.168012474,0.0868,0.358844142,151.5,0,0
2V211W,211,45596,na,na,12.979,14.9,14.709,1.298524713,0.012985247,98.70147529,0.987014753,Petris,2022,VA,VA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,0 DAT,0.0892,0.090373523,0.090964715,0.00273538,0.088229335,0.220815081,0.399562089,0.0892,0.179922389,226,0,0
2P408 W,408,45591,45607,45612,12.985,16.048,16.463,-2.520804228,-0.025208042,102.5208042,1.025208042,Petri,2022,PA,PA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),washoff,21 DAT,0.1,0.097541178,0.091113406,0.00136502,0.089748386,0.386006861,0.232504639,0.1,0.196835602,130.91,0,0
2V211D,211,45598,na,na,13.023,15.733,15.615,0.755683638,0.007556836,99.24431636,0.992443164,Petris,2022,VA,VA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),SECCE (stand),Mono (stand),deposition,0 DAT,0.0983,0.099048493,0.094428434,0.00273538,0.091693054,0.220815081,0.415248151,0.0983,0.179922389,226,0,0
