Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSample Weigh.g,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,Assay,AppTiming,TestHerb.ppm,StdHerb.ppm,Ratio,Background.ppm,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio,
3E202W,202,45131, 8/1/2023, 8/1/2023,10.59,14.99,Petris,2023,DE,DE23,B2,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,21 DAT,0.4485,na,#VALUE!,na,0.4485,na,54.6,0,0,
3E310W,310,45131, 8/1/2023, 8/1/2023,10.59,16.8,Petris,2023,DE,DE23,B3,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,21 DAT,0.0638,na,#VALUE!,na,0.0638,na,42.4,0,0,
3E412W,412,45131, 8/1/2023, 8/1/2023,10.56,15.85,Petris,2023,DE,DE23,B4,7,yes,standing,pyroxasulfone,flagleaf,cereal rye,rye/flagleaf/stand,SECCE (flagleaf),washoff,21 DAT,0.0793,na,#VALUE!,na,0.0793,na,67.2,0,0,
3EAST1,STD,45141,45146,45146,10.57,16.58,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,0 DAT,na,na,#VALUE!,na,na,na,na,na,na,
3EAST2,STD,45141,45146,45146,10.57,14.49,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,0 DAT,na,na,#VALUE!,na,na,na,na,na,na,
3EAST3,STD,45141,45146,45146,10.77,17.25,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,0 DAT,na,na,#VALUE!,na,na,na,na,na,na,
3EAST4,STD,45141,45146,45146,10.54,16.72,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,flagleaf,control,control,control,control,0 DAT,na,na,#VALUE!,na,na,na,na,na,na,
3E105D,105,45141,45146,45146,10.71,16.6,Petris,2023,DE,DE23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,0 DAT,na,na,#VALUE!,na,na,na,46.8,0,0,
3E211D,211,45141,45146,45146,10.55,15.23,Petris,2023,DE,DE23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,0 DAT,na,na,#VALUE!,na,na,na,35.2,0,0,
3E303D,303,45141,45146,45146,10.59,15.53,Petris,2023,DE,DE23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,0 DAT,na,na,#VALUE!,na,na,na,55.6,0,0,
3E401D,401,45132,45140,45140,10.57,16.11,Petris,2023,DE,DE23,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,0 DAT,0.1351,na,#VALUE!,na,0.1351,na,63.2,0,0,
3E105W,105,45141,45146,45146,10.61,15.36,Petris,2023,DE,DE23,B1,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,na,na,#VALUE!,na,na,na,46.8,0,0,
3E211W,211,45141,45146,45146,10.74,15.95,Petris,2023,DE,DE23,B2,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,na,na,#VALUE!,na,na,na,35.2,0,0,
3E303W,303,45132,45140,45140,10.62,15.59,Petris,2023,DE,DE23,B3,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,0.1174,na,#VALUE!,na,0.1174,na,55.6,0,0,
3E401W,401,45132,45140,45140,10.53,15.62,Petris,2023,DE,DE23,B4,2,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,0 DAT,0.5751,na,#VALUE!,na,0.5751,na,63.2,0,0,
3E106D,106,45131, 8/1/2023, 8/1/2023,10.5,14.75,Petris,2023,DE,DE23,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.6182,na,#VALUE!,na,0.6182,na,104.8,0,0,
3E212D,212,45131, 8/1/2023, 8/1/2023,10.45,16.81,Petris,2023,DE,DE23,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.55,na,#VALUE!,na,0.55,na,87.6,0,0,
3E308D,308,45132,45140,45140,10.55,15.75,Petris,2023,DE,DE23,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.3937,na,#VALUE!,na,0.3937,na,76,0,0,
3E406D,406,45132,45140,45140,10.55,16.67,Petris,2023,DE,DE23,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),deposition,21 DAT,0.3203,na,#VALUE!,na,0.3203,na,90,0,0,
3E106W,106,45132,45140,45140,10.5,15.62,Petris,2023,DE,DE23,B1,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0482,na,#VALUE!,na,0.0482,na,104.8,0,0,
3E212W,212,45131, 8/1/2023, 8/1/2023,10.66,15.87,Petris,2023,DE,DE23,B2,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0396,na,#VALUE!,na,0.0396,na,87.6,0,0,
3E308W,308,45131, 8/1/2023, 8/1/2023,10.71,16.12,Petris,2023,DE,DE23,B3,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,0.0568,na,#VALUE!,na,0.0568,na,76,0,0,
3E406W,406,45141,45146,45146,10.64,15.65,Petris,2023,DE,DE23,B4,8,yes,standing,pyroxasulfone,mid-heading,cereal rye,rye/heading/stand,SECCE (heading),washoff,21 DAT,na,na,#VALUE!,na,na,na,90,0,0,
3EBST1,STD,45132,45140,45140,10.75,15.68,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.4188,na,#VALUE!,na,0.4188,na,na,na,na,
3EBST2,STD,45132,45140,45140,10.68,16.09,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.3661,na,#VALUE!,na,0.3661,na,na,na,na,
3EBST3,STD,45132,45140,45140,10.65,16.25,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.3308,na,#VALUE!,na,0.3308,na,na,na,na,
3EBST4,STD,45132,45140,45140,10.47,16.5,Petris,2023,DE,DE23,na,STD,no,control,pyroxasulfone,mid-heading,control,control,control,control,0 DAT,0.3587,na,#VALUE!,na,0.3587,na,na,na,na,
2P206 D,206,45586,45603,45603,12.94,14.602,Petri,2022,PA,PA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.078,0.492,0.158536585,0.0015,0.078,0.123,148.45,0,0,
2P210 D,210,45586,45603,45603,13.003,15.019,Petri,2022,PA,PA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.12,0.492,0.243902439,0.0015,0.12,0.167,203.72,0,0,
2P308 D,308,45586,45603,45603,12.924,14.832,Petri,2022,PA,PA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.118,0.492,0.239837398,0.0015,0.118,0.149,112.13,0,0,
2P406 D,406,45586,45603,45603,12.926,16.066,Petri,2022,PA,PA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,0 DAT,0.154,0.492,0.31300813,0.0015,0.154,0.193,127.52,0,0,
2P206 W,206,45589,45605,45605,13.057,15.081,Petri,2022,PA,PA22,B1,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.045,0.492,0.091463415,0.0015,0.045,0.123,148.45,0,0,
2P210 W,210,45589,45605,45605,12.961,17.254,Petri,2022,PA,PA22,B2,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.047,0.492,0.095528455,0.0015,0.047,0.167,203.72,0,0,
2P308 W,308,45589,45605,45605,12.999,17.913,Petri,2022,PA,PA22,B4,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.031,0.492,0.06300813,0.0015,0.031,0.149,112.13,0,0,
2P406 W,406,45589,45605,45605,12.866,16.037,Petri,2022,PA,PA22,B3,3,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,0 DAT,0.039,0.492,0.079268293,0.0015,0.039,0.193,127.52,0,0,
2P109 D,109,45586,45603,45603,12.989,15.624,Petri,2022,PA,PA22,B2,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,0.052,0.492,0.105691057,0.0015,0.052,0.142,116.25,0,0,
2P202 D,202,45586,45603,45603,12.899,15.387,Petri,2022,PA,PA22,B1,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,0.067,0.492,0.136178862,0.0015,0.067,0.161,117.07,0,0,
2P305 D,305,45586,45603,45603,12.997,16.111,Petri,2022,PA,PA22,B3,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,0.048,0.492,0.097560976,0.0015,0.048,0.11,150.34,0,0,
2P411 D,411,45586,45603,45603,12.847,14.701,Petri,2022,PA,PA22,B4,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,0 DAT,0.065,0.492,0.132113821,0.0015,0.065,0.066,138.76,0,0,
2P109 W,109,45589,45605,45605,12.975,16.518,Petri,2022,PA,PA22,B2,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.09,0.492,0.182926829,0.0015,0.09,0.142,116.25,0,0,
2P202 W,202,45589,45605,45605,12.912,16.846,Petri,2022,PA,PA22,B1,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.094,0.492,0.191056911,0.0015,0.094,0.161,117.07,0,0,
2P305 W,305,45589,45605,45605,12.983,16.944,Petri,2022,PA,PA22,B3,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.062,0.492,0.12601626,0.0015,0.062,0.11,150.34,0,0,
2P411 W,411,45589,45605,45605,12.86,18.214,Petri,2022,PA,PA22,B4,4,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,0 DAT,0.001,0.492,0.00203252,0.0015,0.001,0.066,138.76,0,0,
2P101 D,101,45586,45603,45603,12.904,15.611,Petri,2022,PA,PA22,B1,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.078,0.492,0.158536585,0.0015,0.078,0.245,131.05,0,1.42,
2P211 D,211,45586,45603,45603,12.937,14.743,Petri,2022,PA,PA22,B2,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.055,0.492,0.111788618,0.0015,0.055,0.142,161.44,0,0.83,
2P307 D,307,45586,45603,45603,12.921,14.267,Petri,2022,PA,PA22,B4,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.029,0.492,0.058943089,0.0015,0.029,0.098,115.99,0,0.08,
2P404 D,404,45586,45603,45603,12.945,15.683,Petri,2022,PA,PA22,B3,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,0 DAT,0.094,0.492,0.191056911,0.0015,0.094,0.173,123.22,0,0.28,
2P101 W,101,45589,45605,45605,12.98,16.479,Petri,2022,PA,PA22,B1,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,0.167,0.492,0.339430894,0.0015,0.167,0.245,131.05,0,1.42,
2P211 W,211,45591,45603,45603,12.96,17.99,Petri,2022,PA,PA22,B2,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,0.087,0.492,0.176829268,0.0015,0.087,0.142,161.44,0,0.83,
2P307 W,307,45589,45605,45605,12.833,16.236,Petri,2022,PA,PA22,B4,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,0.069,0.492,0.140243902,0.0015,0.069,0.098,115.99,0,0.08,
2P404 W,404,45589,45605,45605,12.983,17.698,Petri,2022,PA,PA22,B3,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,0 DAT,0.079,0.492,0.160569106,0.0015,0.079,0.173,123.22,0,0.28,
2P203 D,203,45586,45603,45603,13.047,16.08,Petri,2022,PA,PA22,B1,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.001,0.492,0.00203252,0.0015,0.001,0.041,132.52,7.1,0,
2P212 D,212,45586,45603,45603,12.961,16.6,Petri,2022,PA,PA22,B2,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.036,0.492,0.073170732,0.0015,0.036,0.132,134.25,9.04,0,
2P301 D,301,45586,45603,45603,13.015,15.34,Petri,2022,PA,PA22,B3,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.029,0.492,0.058943089,0.0015,0.029,0.088,111.96,6.21,0,
2P309 D,309,45586,45603,45603,12.949,15.851,Petri,2022,PA,PA22,B4,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,0 DAT,0.027,0.492,0.054878049,0.0015,0.027,0.148,111.21,5.54,0,
2P203 W,203,45589,45605,45605,12.955,16.564,Petri,2022,PA,PA22,B1,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.04,0.492,0.081300813,0.0015,0.04,0.041,132.52,7.1,0,
2P212 W,212,45589,45605,45605,12.89,15.385,Petri,2022,PA,PA22,B2,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.096,0.492,0.195121951,0.0015,0.096,0.132,134.25,9.04,0,
2P301 W,301,45589,45605,45605,13.007,18.549,Petri,2022,PA,PA22,B3,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.059,0.492,0.119918699,0.0015,0.059,0.088,111.96,6.21,0,
2P309 W,309,45589,45605,45605,13.014,16.705,Petri,2022,PA,PA22,B4,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,0 DAT,0.121,0.492,0.245934959,0.0015,0.121,0.148,111.21,5.54,0,
2P106 D,106,45589,45605,45605,13.069,15.459,Petri,2022,PA,PA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.204,0.464,0.439655172,0.0015,0.204,0.305,169.68,0,0,
2P110 D,110,45591,45607,45612,12.962,16.217,Petri,2022,PA,PA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.229,0.464,0.493534483,0.0015,0.229,0.368,166.21,0,0,
2P306 D,306,45589,45605,45605,12.927,16.32,Petri,2022,PA,PA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.206,0.464,0.443965517,0.0015,0.206,0.286,154.58,0,0,
2P408 D,408,45589,45605,45605,12.939,15.63,Petri,2022,PA,PA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),deposition,21 DAT,0.113,0.464,0.243534483,0.0015,0.113,0.213,130.91,0,0,
2P106 W,106,45591,45603,45603,12.959,19.419,Petri,2022,PA,PA22,B1,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.101,0.464,0.217672414,0.0015,0.101,0.305,169.68,0,0,
2P110 W,110,45591,45603,45603,12.961,18.822,Petri,2022,PA,PA22,B2,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.139,0.464,0.299568966,0.0015,0.139,0.368,166.21,0,0,
2P306 W,306,45589,45605,45605,12.988,18.042,Petri,2022,PA,PA22,B3,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.08,0.464,0.172413793,0.0015,0.08,0.286,154.58,0,0,
2P408 W,408,45591,45607,45612,12.985,16.048,Petri,2022,PA,PA22,B4,9,yes,standing,pyroxasulfone,anthesis,cereal rye,rye/anthesis/stand,SECCE (anthesis),washoff,21 DAT,0.1,0.464,0.215517241,0.0015,0.1,0.213,130.91,0,0,
2P102 D,102,45591,45607,45612,12.913,16.648,Petri,2022,PA,PA22,B1,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.081,0.464,0.174568966,0.0015,0.081,0.158,137.84,0,0,
2P209 D,209,45589,45605,45605,12.982,15.994,Petri,2022,PA,PA22,B2,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.204,0.464,0.439655172,0.0015,0.204,0.304,112.54,0,0,
2P311 D,311,45591,45607,45612,12.983,15.738,Petri,2022,PA,PA22,B4,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.061,0.464,0.131465517,0.0015,0.061,0.135,94.51,0,0,
2P405 D,405,45591,45607,45612,12.928,16.73,Petri,2022,PA,PA22,B3,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),deposition,21 DAT,0.301,0.464,0.648706897,0.0015,0.301,0.429,72.07,0,0,
2P102 W,102,45591,45603,45603,12.952,19.169,Petri,2022,PA,PA22,B1,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.077,0.464,0.165948276,0.0015,0.077,0.158,137.84,0,0,
2P209 W,209,45589,45605,45605,12.941,19.045,Petri,2022,PA,PA22,B2,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.1,0.464,0.215517241,0.0015,0.1,0.304,112.54,0,0,
2P311 W,311,45591,45607,45612,12.954,19.712,Petri,2022,PA,PA22,B4,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.074,0.464,0.159482759,0.0015,0.074,0.135,94.51,0,0,
2P405 W,405,45591,45603,45603,13,17.688,Petri,2022,PA,PA22,B3,10,yes,roll crimp,pyroxasulfone,anthesis,cereal rye,rye/anthesis/roll,SECCE (roll),washoff,21 DAT,0.128,0.464,0.275862069,0.0015,0.128,0.429,72.07,0,0,
2P111 D,111,45589,45605,45605,12.964,15.58,Petri,2022,PA,PA22,B2,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.134,0.464,0.288793103,0.0015,0.134,0.231,121.31,0,0.41,
2P201 D,201,45591,45603,45603,13.019,17.646,Petri,2022,PA,PA22,B1,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.232,0.464,0.5,0.0015,0.232,0.363,82.51,0,0.03,
2P304 D,304,45591,45603,45603,12.889,14.935,Petri,2022,PA,PA22,B3,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.056,0.464,0.120689655,0.0015,0.056,0.146,97.6,0,0,
2P407 D,407,45589,45605,45605,12.902,14.631,Petri,2022,PA,PA22,B4,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),deposition,21 DAT,0.07,0.464,0.150862069,0.0015,0.07,0.206,70.35,0,0,
2P111 W,111,45591,45603,45603,12.964,17.812,Petri,2022,PA,PA22,B2,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.097,0.464,0.209051724,0.0015,0.097,0.231,121.31,0,0.41,
2P201 W,201,45591,45603,45603,12.979,19.609,Petri,2022,PA,PA22,B1,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.131,0.464,0.282327586,0.0015,0.131,0.363,82.51,0,0.03,
2P304 W,304,45591,45603,45603,12.985,18.464,Petri,2022,PA,PA22,B3,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.09,0.464,0.193965517,0.0015,0.09,0.146,97.6,0,0,
2P407 W,407,45591,45607,45612,12.942,19.138,Petri,2022,PA,PA22,B4,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),washoff,21 DAT,0.136,0.464,0.293103448,0.0015,0.136,0.206,70.35,0,0,
2P103 D,103,45589,45605,45605,12.945,14.193,Petri,2022,PA,PA22,B1,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.072,0.464,0.155172414,0.0015,0.072,0.24,147.82,6.92,0,
2P112 D,112,45589,45605,45605,12.985,14.742,Petri,2022,PA,PA22,B2,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.094,0.464,0.202586207,0.0015,0.094,0.142,102.39,1.59,0,
2P401 D,401,45591,45607,45612,13.014,15.205,Petri,2022,PA,PA22,B3,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.092,0.464,0.198275862,0.0015,0.092,0.187,83.7,2.36,0,
2P409 D,409,45589,45605,45605,12.907,15.297,Petri,2022,PA,PA22,B4,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),deposition,21 DAT,0.126,0.464,0.271551724,0.0015,0.126,0.244,51.51,0.9,0,
2P103 W,103,45591,45605,45605,13.006,18.52,Petri,2022,PA,PA22,B1,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.168,0.464,0.362068966,0.0015,0.168,0.24,147.82,6.92,0,
2P112 W,112,45591,45603,45603,12.914,17.797,Petri,2022,PA,PA22,B2,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.048,0.464,0.103448276,0.0015,0.048,0.142,102.39,1.59,0,
2P401 W,401,45591,45603,45603,12.94,19.853,Petri,2022,PA,PA22,B3,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.095,0.464,0.204741379,0.0015,0.095,0.187,83.7,2.36,0,
2P409 W,409,45589,45605,45605,12.919,17.654,Petri,2022,PA,PA22,B4,12,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),washoff,21 DAT,0.118,0.464,0.254310345,0.0015,0.118,0.244,51.51,0.9,0,
2PCST 1,STD,45586,45605,45605,12.939,16.101,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.323,0.492,0.656504065,0.0015,0.323,na,na,na,na,
2PCST 2,STD,45586,45605,45605,12.87,16.303,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.651,0.492,1.323170732,0.0015,0.651,na,na,na,na,
2PCST 3,STD,45586,45605,45605,12.932,15.677,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.383,0.492,0.778455285,0.0015,0.383,na,na,na,na,
2PCST 4,STD,45586,45605,45605,12.957,15.651,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,anthesis,control,control,control,control,0 DAT,0.611,0.492,1.241869919,0.0015,0.611,na,na,na,na,
2PUTC 1,UTC,45606,45607,45612,12.842,16.183,Petri,2022,PA,PA22,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,0.002,0.464,0.004310345,0.0015,0.002,na,na,na,na,
2PUTC 2,UTC,45606,45607,45612,12.941,15.982,Petri,2022,PA,PA22,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,0.002,0.464,0.004310345,0.0015,0.002,na,na,na,na,
2PUTC 3,UTC,45606,45607,45612,12.924,15.558,Petri,2022,PA,PA22,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,0.001,0.464,0.002155172,0.0015,0.001,na,na,na,na,
2PUTC 4,UTC,45606,45607,45612,12.905,19.534,Petri,2022,PA,PA22,na,UTC,no,control,pyroxasulfone,control,control,control,control,control,control,0.001,0.464,0.002155172,0.0015,0.001,na,na,na,na,
2PDST 1,STD,45591,45603,45603,12.932,17.063,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.319,0.464,0.6875,0.0015,0.319,na,na,na,na,
2PDST 2,STD,45591,45603,45603,12.933,18.89,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.399,0.464,0.859913793,0.0015,0.399,na,na,na,na,
2PDST 3,STD,45591,45603,45603,13.024,18.464,Petri,2022,PA,PA22,na,STD,no,control,pyroxasulfone,EPOST,control,control,control,control,21 DAT,0.456,0.464,0.982758621,0.0015,0.456,na,na,na,na,
